"Nom grau","URL grau","Crèdtis grau","Nom assig","URL assig","Crèdits assig","Tipus assig.","Semestre assig.","Menció assig"
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Seminari l'Arquitectura com a Experiència II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210234/seminari-larquitectura-com-a-experiencia-ii.pdf","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Seminari Programa i Lloc I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210249/seminari-programa-i-lloc-i.pdf","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Seminari Programa i Lloc II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210252/seminari-programa-i-lloc-ii.pdf","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Seminari Projecte i Indústria: les Parts i el Tot","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210191/seminari-projecte-i-industria-les-parts-i-el-tot.pdf","4","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Seminari Projecte i Indústria: les Parts i el Tot I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210229/seminari-projecte-i-industria-les-parts-i-el-tot-i.pdf","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Seminari Projecte i Indústria: les Parts i el Tot II","","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Seminari Projecte i Paisatge","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210254/seminari-projecte-i-paisatge.pdf","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Seminari Regeneració i Reconversió Urbana","","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Seminari Vigència del Realisme","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210195/seminari-vigencia-del-realisme.pdf","4","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Seminari Vigència del Realisme I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210235/seminari-vigencia-del-realisme-i.pdf","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Seminari Vigència del Realisme II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210236/seminari-vigencia-del-realisme-ii.pdf","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Seminari Visiting Studio I","","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Seminari Visiting Studio II","","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Tècniques de Rehabilitació i Posada en Obra","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210242/tecniques-de-rehabilitacio-i-posada-en-obra.pdf","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Tècniques i Arts Aplicades a la Restauració","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210220/tecniques-i-arts-aplicades-a-la-restauracio.pdf","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Tecnologies de Baix Cost per a la Cooperació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210174/tecnologies-de-baix-cost-per-a-la-cooperacio.pdf","5","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Territori i Paisatge","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210188/territori-i-paisatge.pdf","5","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Tipografia i Arquitectura","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210219/tipografia-i-arquitectura.pdf","4","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Urbanisme i Ecologia. Conceptes, Estratègies i Projectes","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210189/urbanisme-i-ecologia.-conceptes-estrategies-i-projectes.pdf","5","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Valoracions Immobiliàries","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210181/valoracions-immobiliaries.pdf","2.5","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Viatge a Jordània","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210251/viatge-a-jordania.pdf","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Viatge a Orient","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210226/viatge-a-orient.pdf","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Viatge al Líban","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210261/viatge-al-liban.pdf","3","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Visual Lab. Dibuix Híbrid","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210260/visual-lab.-dibuix-hibrid.pdf","2.5","Optativa","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Bases per a la Tècnica","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290600/bases-per-a-la-tecnica.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Dibuix","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290603/dibuix.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Física Ambiental","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290602/fisica-ambiental.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Geometria Analítica","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290601/geometria-analitica.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Hàbitat i Espai","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290604/habitat-i-espai.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Bases per a la Teoria","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290607/bases-per-a-la-teoria.pdf","6","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Càlcul","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290605/calcul.pdf","6","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Dibuix Tècnic","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290608/dibuix-tecnic.pdf","6","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Forma i Espai","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290609/forma-i-espai.pdf","6","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Mecànica","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290606/mecanica.pdf","6","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Arquitectura i Ciutat","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290612/arquitectura-i-ciutat.pdf","6","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Disseny Ambiental de l'Edifici","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290610/disseny-ambiental-de-ledifici.pdf","4","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Estructures I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290611/estructures-i.pdf","4","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Representació Arquitectònica I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290613/representacio-arquitectonica-i.pdf","3","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Taller d'Arquitectura i Projectes III","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290614/taller-darquitectura-i-projectes-iii.pdf","8","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Urbanística I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290615/urbanistica-i.pdf","5","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Composició I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290620/composicio-i.pdf","3","Obligatòria","4",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Estructures II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290617/estructures-ii.pdf","4","Obligatòria","4",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Representació Arquitectònica II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290618/representacio-arquitectonica-ii.pdf","5","Obligatòria","4",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Sistemes Constructius","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290616/sistemes-constructius.pdf","6","Obligatòria","4",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Taller d'Arquitectura i Projectes IV","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290619/taller-darquitectura-i-projectes-iv.pdf","12","Obligatòria","4",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Composició II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290625/composicio-ii.pdf","3","Obligatòria","5",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Estructures III","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290622/estructures-iii.pdf","3","Obligatòria","5",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Taller d'Arquitectura i Projectes V","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290623/taller-darquitectura-i-projectes-v.pdf","12","Obligatòria","5",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Tecnologia I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290621/tecnologia-i.pdf","7","Obligatòria","5",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Urbanística II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290624/urbanistica-ii.pdf","5","Obligatòria","5",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Composició III","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290630/composicio-iii.pdf","3","Obligatòria","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Estructures IV","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290627/estructures-iv.pdf","3","Obligatòria","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Representació Arquitectònica III","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290628/representacio-arquitectonica-iii.pdf","5","Obligatòria","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Taller d'Arquitectura i Projectes VI","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290629/taller-darquitectura-i-projectes-vi.pdf","12","Obligatòria","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Tecnologia II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290626/tecnologia-ii.pdf","7","Obligatòria","6",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Envolupants Lleugers","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290631/envolupants-lleugers.pdf","4","Obligatòria","7",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Estructures Singulars","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290633/estructures-singulars.pdf","3","Obligatòria","7",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Taller d'Arquitectura i Projectes VII","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290634/taller-darquitectura-i-projectes-vii.pdf","12","Obligatòria","7",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Urbanística III","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290632/urbanistica-iii.pdf","5","Obligatòria","7",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Composició IV","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290640/composicio-iv.pdf","4","Obligatòria","8",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Construcció i Condicionament de l'Espai Urbà","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290638/construccio-i-condicionament-de-lespai-urba.pdf","4","Obligatòria","8",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Mecànica del Sòl i Fonaments","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290639/mecanica-del-sol-i-fonaments.pdf","3","Obligatòria","8",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Taller d'Arquitectura i Projectes VIII","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290635/taller-darquitectura-i-projectes-viii.pdf","12","Obligatòria","8",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Intervenció en el Parc Edificat","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290641/intervencio-en-el-parc-edificat.pdf","4","Obligatòria","9",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Taller d'Arquitectura i Projectes IX","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290636/taller-darquitectura-i-projectes-ix.pdf","12","Obligatòria","9",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Urbanística IV","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290642/urbanistica-iv.pdf","5","Obligatòria","9",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Composició V","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290644/composicio-v.pdf","4","Obligatòria","10",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Construir Allò Projectat","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290643/construir-allo-projectat.pdf","6","Obligatòria","10",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Taller d'Arquitectura i Projectes X","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290637/taller-darquitectura-i-projectes-x.pdf","12","Obligatòria","10",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Treball de Fi de Grau","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/290645/treball-de-fi-de-grau.pdf","6","Projecte","10",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","A Dins/Inside","","3","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Anàlisi, Consolidació i Reforç d'Estructures Existents. Disseny i Predimensionat","","2.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Anàlisi, Consolidació i Reforç d'Estructures Existents. Disseny i Predimensionat","","3.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Anamorfosi","","2.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Aprenent de Barcelona","","4.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Aprenent de Barcelona","","2.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Aprenent de Copenhague","","3","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Aquarel·la","","5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Arquitectura Bioclimàtica","","4","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Arquitectura Bioclimàtica","","3.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Arquitectura dels Monestirs","","5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Arquitectura i Cooperació","","3","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Arquitectura i Cooperació","","2","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Arquitectura Paramètrica","","4","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Arquitectura Paramètrica","","3.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Arquitectura: Ideació i Comunicació Gràfica","","2.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Aulaarq_Auscultació de l'Arquitectura","","3","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Aularch_Auscultació de l'Arquitectura","","3.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Barcelona. Arquitectura. Imaginació","","4.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Barcelona. Arquitectura. Imaginació","","4","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Barcelona. Arquitectura. Imaginació.","","4","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Bim el Model Constructiu amb Elements de Pladur","","3.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Bim per al Disseny i Gestió del Projecte","","3.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Càlcul d'Estructures amb Ordinador","","4.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Càlcul d'Estructures amb Ordinador","","3.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Cànons d'Arquitectura Catalana","","5.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Cànons de l'Arquitectura Catalana: Després de Coderch I (Fins a 1992)","","5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Cànons de l'Arquitectura Catalana: Després de Coderch II (Des de 1992)","","5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Cia_Construcció Interior Avançada","","4","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Ciutats: Pedra Sobre Paper","","3.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Communicative Structures","","3","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Comunicar l'Arquitectura","","2.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Construcció d'Estructures Metàl·liques","","2.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Construcció Lleugera","","4","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Construcció Lleugera","","4.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Construir en Situacions Extremes","","3","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Criteris i Tècniques de Rehabilitació","","4.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Detalls Constructius","","4.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Disseny Acústic","","3","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","El Proyecto de Ciudad","","4","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Els Arbres en Arquitectura del Paisatge","","3.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Escala 1:1","","5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Escala 1:1 (2.0)","","5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Estructures de Formigó Armat. Forjats Unidireccionals i Bidireccionals","","4","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Estructures de Fusta","","2.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Estructures de Fusta","","3.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Estructures Metàl·liques","","3","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Estructures Metàl·liques","","2.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Estructures Metàl·liques","","4","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Estructures Metàl·liques","","4.5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Formar Formant","","5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Formigó Armat Aplicat","","4","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Gaudí. Geometria i Mecànica","","5","Optativa","11",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-sant-cugat-del-valles-etsav","300","Gaudí: Geometria i Mecànica","","4.5","Optativa","11",""
